Channel28=25.6 21.41   1.323 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel29=27.4 24.03   1.276 -250.0 13.00 7.240 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel30=25.4 22.55   1.387 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel31=28.2 23.21   1.385 -250.0 13.00 7.600 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel32=27.8 22.81   1.314 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel33=27.9 22.40   1.335 -250.0 13.00 7.440 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel34=27.0 20.62   1.476 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel35=25.4 23.57   1.327 -250.0 13.00 7.180 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel36=25.7 22.87   1.253 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel37=25.9 23.96   1.311 -250.0 13.00 7.470 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel38=23.9 23.04   1.293 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel39=24.4 23.33   1.300 -250.0 13.00 7.740 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel40=22.3 24.13   1.311 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel41=25.5 22.60   1.292 -250.0 13.00 7.420 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel42=24.8 24.27   1.319 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel43=27.2 24.30   1.335 -250.0 13.00 7.130 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel44=28.1 24.30   1.264 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel45=25.3 23.86   1.260 -250.0 13.00 7.360 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel46=26.6 21.66   1.318 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel47=27.2 23.90   1.366 -250.0 13.00 7.320 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel48=29.7 23.47   1.291 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel49=30.0 27.90   1.369 -250.0 13.00 7.760 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel50=27.6 29.49   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel51=26.7 27.25   1.369 -250.0 13.00 7.150 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel52=27.3 24.35   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel53=28.5 28.86   1.369 -250.0 13.00 7.370 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel54=26.6 24.80   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel55=24.3 23.20   1.369 -250.0 13.00 7.480 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel56=22.6 28.10   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel57=22.7 24.05   1.369 -250.0 13.00 6.860 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel58=26.9 29.93   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel59=27.1 27.58   1.369 -250.0 13.00 7.420 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel60=28.9 24.44   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel61=30.4 25.56   1.369 -250.0 13.00 7.180 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel62=29.1 24.93   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel63=29.1 25.99   1.369 -250.0 13.00 7.130 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel64=29.2 28.23   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel65=30.0 24.56   1.369 -250.0 13.00 7.470 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel66=27.5 27.06   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel67=25.9 26.98   1.369 -250.0 13.00 7.050 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel68=25.8 27.74   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel69=28.6 25.96   1.369 -250.0 13.00 7.560 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel70=30.0 28.56   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel71=24.7 28.56   1.369 -250.0 13.00 7.070 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel72=22.3 27.12   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel73=21.1 25.89   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel74=23.4 25.76   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel75=22.0 28.52   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel76=26.1 26.34   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel77=29.1 25.82   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel78=29.5 28.07   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel79=29.2 27.19   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel80=29.6 27.42   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel81=30.2 22.57   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel82=28.3 28.73   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel83=27.3 24.88   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel84=26.1 27.72   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel85=29.3 28.39   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel86=26.3 26.33   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel87=26.5 27.68   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel88=23.4 27.71   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel89=23.2 24.74   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel90=25.4 27.02   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel91=27.6 28.89   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel92=29.5 25.87   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel93=28.8 27.15   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel94=30.3 25.27   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel95=29.1 25.52   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
Channel96=30.7 25.16   1.369 -250.0 13.00 8.000 50.0 0.0 15.2 1.27  0.000000 1.23E-07 -2.21E-11
